Node,credibility-WithoutUsercount,credibility-whioutDatabyte,credibility-withoutline,credibility-whioutDatabyte_withMeanData,credibility-withoutline_withMeanData,HITS
2920,8.41E-05,3.36E-06,3.60E-06,0.80914426,7.75E-11,
2923,1.13E-05,4.54E-07,4.85E-07,2.77E-05,6.03E-07,
2925,0.115729226,0.004628915,0.004953712,0.809643116,7.75E-11,
2926,5.14E-06,2.05E-07,2.20E-07,0.004318166,0.000927186,
2927,0.31171772,0.012468025,0.013342869,0.810141972,7.76E-11,
2928,2.90E-07,1.16E-08,1.24E-08,0.001335752,0.00017507,
2929,0.020067526,0.000802657,0.000858977,0.810640828,7.76E-11,
2934,0.019500287,0.000779969,0.000834697,0.000501041,6.73E-05,
2935,0.125764034,0.005030286,0.005383246,0.811638539,7.77E-11,
2936,0.000373048,1.49E-05,1.60E-05,0.001991837,0.001321736,
2938,7.44E-08,2.98E-09,3.18E-09,0.812137395,7.78E-11,
2939,0.272102999,0.010883523,0.011647188,0.003037863,2.04E-05,
2940,0.236031425,0.00944074,0.010103168,0.812636251,7.78E-11,
2941,0.401460455,0.016057538,0.017184247,0.003136826,2.18E-05,
2942,0.042526039,0.001700948,0.001820299,0.814631675,7.80E-11,
2943,3.34E-08,1.34E-09,1.43E-09,0.000553002,0.708898397,
2944,0.023993575,0.00095969,0.001027029,0.815130531,7.81E-11,
2945,0.061260504,0.002450286,0.002622215,0.000284059,1.84E-05,
2947,0.008847473,0.00035388,0.00037871,0.815629387,7.81E-11,
2948,6.60E-09,2.64E-10,2.83E-10,4.66E-05,0.507048112,
2950,0.000382903,1.53E-05,1.64E-05,0.816128243,7.81E-11,
2952,1.02E-06,4.06E-08,4.35E-08,8.54E-05,0.000105916,
2953,0.139927527,0.005596794,0.005989505,0.816627098,7.82E-11,
2955,0.090135665,0.003605229,0.003858197,0.973766705,0.000160023,
2956,0.000208145,8.33E-06,8.91E-06,0.817125954,7.82E-11,
2957,0.04068028,0.001627122,0.001741292,1.54E-05,2.93E-06,
2959,0.000647829,2.59E-05,2.77E-05,0.81762481,7.83E-11,
2961,0.105421118,0.004216614,0.004512481,0.002098707,1.13E-05,
2963,0.002848014,0.000113914,0.000121907,0.818123666,7.83E-11,
2964,0.695328303,0.027811608,0.029763065,0.001090484,0.000326498,
2965,8.33E-06,3.33E-07,3.57E-07,0.818622522,7.84E-11,
2966,0.672640976,0.026904164,0.028791949,2.59E-05,0.000867751,
2968,0.108223413,0.004328699,0.004632431,0.819121378,7.84E-11,
2969,0.007131991,0.000285264,0.00030528,3.69E-05,0.146645576,
2970,0.000605439,2.42E-05,2.59E-05,0.819620234,7.85E-11,
2971,1.17E-06,4.68E-08,5.01E-08,0.857533282,0.00020208,
2972,0.030758174,0.00123026,0.001316583,0.82011909,7.85E-11,
2973,0.002193454,8.77E-05,9.39E-05,0.000783084,0.000204177,
2974,3.42E-05,1.37E-06,1.46E-06,0.82011909,7.85E-11,
2975,0.468927087,0.018756055,0.020072112,0.000325957,0.000204177,
2978,0.022485604,0.000899375,0.000962481,0.820617946,7.86E-11,
2980,0.022468767,0.000898701,0.000961761,0.002073924,0.000730623,
2981,0.006084668,0.000243373,0.00026045,0.821615657,7.87E-11,
2983,0.000101472,4.06E-06,4.34E-06,2.02E-05,0.002337507,
2984,8.00E-10,3.20E-11,3.42E-11,0.822114513,7.87E-11,
2985,0.000110021,4.40E-06,4.71E-06,2.40E-05,0.002997276,
2986,0.083389983,0.003335417,0.003569453,0.822613369,7.88E-11,
2987,0.001084156,4.34E-05,4.64E-05,0.00020264,0.397120126,
2988,0.001009382,4.04E-05,4.32E-05,0.823112225,7.88E-11,
2989,0.00275852,0.000110335,0.000118077,0.001802775,0.825338856,
2990,0.080702933,0.00322794,0.003454435,0.823112225,7.88E-11,
2991,0.000175119,7.00E-06,7.50E-06,0.000121032,0.825338856,
2992,6.31E-08,2.52E-09,2.70E-09,0.823611081,7.89E-11,
2994,0.003884686,0.000155379,0.000166281,8.34E-05,7.99E-10,
2995,1.65E-05,6.61E-07,7.08E-07,0.824109937,7.89E-11,
2997,0.080072246,0.003202714,0.003427439,1.51E-05,0.002775448,
2999,3.03E-05,1.21E-06,1.30E-06,0.824608793,7.90E-11,
3000,0.028532061,0.00114122,0.001221296,0.000697091,5.62E-05,
